Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Dinner,20.0,90.0,273.7,9.4,0.054000000000000006,11.8,2.8,17.3,"['parsley', 'leaves', 'garlic', 'pancetta', 'carrots', 'black', 'chicken', 'thyme', 'beef', 'red', 'celery', 'mushrooms', 'vidalia']",parsley leaves garlic pancetta carrots black chicken thyme beef red celery mushrooms vidalia,parsley leaf garlic pancetta carrot black chicken thyme beef red celery mushroom vidalia
Dinner,10.0,105.0,315.9,9.5,0.069,32.8,6.1,33.2,"['cheese', 'oil', 'garlic', 'salt', 'chicken', 'cayenne']",cheese oil garlic salt chicken cayenne,cheese oil garlic salt chicken cayenne
Dinner,0.0,0.0,201.0,7.8,0.19,3.4,0.3,23.6,"['parsley', 'butter', 'garlic', 'salt', 'black', 'juice', 'vermouth', 'lemon', 'shrimp']",parsley butter garlic salt black juice vermouth lemon shrimp,parsley butter garlic salt black juice vermouth lemon shrimp
Dinner,15.0,20.0,177.5,0.5,0.013999999999999999,37.3,2.5,8.0,"['honey', 'pepper', 'garlic', 'chicken', 'sauce', 'pineapple', 'ginger']",honey pepper garlic chicken sauce pineapple ginger,honey pepper garlic chicken sauce pineapple ginger
Dinner,10.0,45.0,260.8,0.4,0.0,57.7,6.9,7.2,"['parsley', 'oil', 'garlic', 'carrots', 'zucchini', 'black', 'salt', 'red', 'water']",parsley oil garlic carrots zucchini black salt red water,parsley oil garlic carrot zucchini black salt red water
Dinner,0.0,0.0,285.7,4.9,0.065,29.0,1.6,30.0,"['steak', 'pepper', 'sauce', 'clove', 'red', 'rice', 'mushrooms', 'ginger']",steak pepper sauce clove red rice mushrooms ginger,steak pepper sauce clove red rice mushroom ginger
Dinner,20.0,30.0,288.7,13.6,0.107,9.9,1.3,31.0,"['tumeric', 'butter', 'garlic', 'fat', 'salt', 'chicken', 'chili', 'seeds', 'breast', 'onions', 'cream', 'ginger']",tumeric butter garlic fat salt chicken chili seeds breast onions cream ginger,tumeric butter garlic fat salt chicken chili seed breast onion cream ginger
Dinner,10.0,15.0,375.9,31.4,0.08199999999999999,8.2,0.6,15.1,"['pepper', 'garlic', 'salt', 'beef', 'cream']",pepper garlic salt beef cream,pepper garlic salt beef cream
Dinner,10.0,15.0,217.5,3.9,0.106,37.0,3.1,6.9,"['eggs', 'scallions', 'sauce', 'rice']",eggs scallions sauce rice,egg scallion sauce rice
Dinner,0.0,0.0,215.5,13.2,0.019,18.1,3.4,8.2,"['cabbage', 'kielbasa', 'potatoes', 'tomatoes']",cabbage kielbasa potatoes tomatoes,cabbage kielbasa potato tomato
Dinner,0.0,30.0,110.1,3.8,0.0,17.6,2.7,3.0,"['honey', 'oil', 'salt', 'yeast', 'water', 'flour']",honey oil salt yeast water flour,honey oil salt yeast water flour
Dinner,10.0,15.0,32.4,0.3,0.006999999999999999,4.0,0.6,3.3,"['red', 'pepper', 'chicken', 'tomatoes']",red pepper chicken tomatoes,red pepper chicken tomato
Dinner,10.0,50.0,227.7,17.8,0.038,16.8,1.1,6.4,"['cheese', 'salt', 'margarine', 'cereal', 'onions', 'cream']",cheese salt margarine cereal onions cream,cheese salt margarine cereal onion cream
Dinner,20.0,20.0,216.7,3.6,0.003,36.9,8.4,10.0,"['seasoning', 'cheese', 'oil', 'garlic', 'pepper', 'eggplant', 'sugar', 'zucchini', 'salt', 'black', 'eggs', 'tomatoes', 'mushrooms', 'basil', 'pasta']",seasoning cheese oil garlic pepper eggplant sugar zucchini salt black eggs tomatoes mushrooms basil pasta,seasoning cheese oil garlic pepper eggplant sugar zucchini salt black egg tomato mushroom basil pasta
Dinner,5.0,10.0,103.5,6.5,0.021,4.4,0.0,7.0,"['milk', 'cheese', 'clove', 'garlic']",milk cheese clove garlic,milk cheese clove garlic
Dinner,0.0,0.0,187.6,3.5,0.07400000000000001,2.5,0.5,34.5,"['cheese', 'breast', 'salsa']",cheese breast salsa,cheese breast salsa
Dinner,15.0,10.0,330.5,16.5,0.076,14.0,3.3,31.9,"['toast', 'garlic', 'sugar', 'broccoli', 'sauce', 'beef', 'red', 'celery', 'starch', 'water', 'ginger']",toast garlic sugar broccoli sauce beef red celery starch water ginger,toast garlic sugar broccoli sauce beef red celery starch water ginger
Dinner,5.0,15.0,166.4,8.0,0.068,4.3,0.0,19.4,"['butter', 'sugar', 'black', 'chicken', 'clove']",butter sugar black chicken clove,butter sugar black chicken clove
Dinner,20.0,30.0,265.0,6.1,0.067,19.9,8.8,29.3,"['cheese', 'cilantro', 'sauce', 'chiles', 'breast', 'wheat', 'cream']",cheese cilantro sauce chiles breast wheat cream,cheese cilantro sauce chile breast wheat cream
Dinner,8.0,20.0,138.8,4.7,0.122,6.1,0.4,17.0,"['milk', 'bread', 'chicken']",milk bread chicken,milk bread chicken
Dinner,20.0,16.0,140.0,7.8,0.02,9.1,1.9,10.1,"['cheese', 'garlic', 'vinegar', 'basil', 'oregano']",cheese garlic vinegar basil oregano,cheese garlic vinegar basil oregano
Dinner,20.0,20.0,212.9,7.6,0.044000000000000004,14.8,5.0,22.6,"['butter', 'oil', 'garlic', 'beans', 'chicken', 'sauce', 'juice']",butter oil garlic beans chicken sauce juice,butter oil garlic bean chicken sauce juice
Dinner,0.0,0.0,236.0,9.2,0.0,20.9,2.0,18.3,"['turkey', 'noodles', 'water', 'ginger', 'vegetables']",turkey noodles water ginger vegetables,turkey noodle water ginger vegetable
Dinner,5.0,20.0,220.2,5.1,0.111,10.3,0.6,32.0,"['bread', 'pollock']",bread pollock,bread pollock
Dinner,0.0,0.0,161.5,1.6,0.040999999999999995,18.2,3.0,18.4,"['carrots', 'chicken', 'soup', 'red', 'water']",carrots chicken soup red water,carrot chicken soup red water
Dinner,35.0,35.0,120.6,3.4,0.018000000000000002,12.9,3.0,11.4,"['cheese', 'garlic', 'sauce', 'breast', 'basil', 'oregano']",cheese garlic sauce breast basil oregano,cheese garlic sauce breast basil oregano
Dinner,5.0,0.0,152.5,0.5,0.0,35.0,4.5,2.9,"['pepper', 'garlic', 'cumin', 'salt', 'cinnamon', 'potatoes']",pepper garlic cumin salt cinnamon potatoes,pepper garlic cumin salt cinnamon potato
Dinner,20.0,20.0,270.3,9.8,0.055,23.4,3.6,22.2,"['seasoning', 'cheese', 'pepper', 'turkey', 'carrots', 'salt', 'black', 'onions', 'celery']",seasoning cheese pepper turkey carrots salt black onions celery,seasoning cheese pepper turkey carrot salt black onion celery
Dinner,30.0,120.0,260.0,7.6,0.026000000000000002,34.1,10.3,16.5,"['beans', 'garlic', 'zucchini', 'extra', 'salsa', 'corn', 'chili', 'pumpkin', 'cocoa']",beans garlic zucchini extra salsa corn chili pumpkin cocoa,bean garlic zucchini extra salsa corn chili pumpkin cocoa
Dinner,30.0,60.0,204.7,2.4,0.018000000000000002,27.7,6.7,18.5,"['oil', 'beans', 'turkey', 'cumin', 'salt', 'cayenne', 'chili', 'sauce', 'oregano']",oil beans turkey cumin salt cayenne chili sauce oregano,oil bean turkey cumin salt cayenne chili sauce oregano
Dinner,20.0,60.0,244.0,10.5,0.054000000000000006,19.1,1.7,17.3,"['parsley', 'cheese', 'garlic', 'sugar', 'salt', 'beef', 'tomatoes', 'wheat', 'noodles', 'water', 'basil', 'oregano']",parsley cheese garlic sugar salt beef tomatoes wheat noodles water basil oregano,parsley cheese garlic sugar salt beef tomato wheat noodle water basil oregano
Dinner,5.0,10.0,353.1,16.5,0.087,13.0,2.7,38.2,"['parsley', 'cheese', 'leaves', 'oil', 'chives', 'greens', 'black', 'chicken', 'tomatoes', 'herbs', 'lemon', 'flour', 'basil']",parsley cheese leaves oil chives greens black chicken tomatoes herbs lemon flour basil,parsley cheese leaf oil chive green black chicken tomato herb lemon flour basil
Dinner,20.0,35.0,132.9,6.0,0.037000000000000005,7.6,0.7,11.7,"['seasoning', 'garlic', 'dijon', 'sugar', 'turkey', 'carrots', 'salt', 'sauce', 'beef', 'onions', 'milk', 'oats']",seasoning garlic dijon sugar turkey carrots salt sauce beef onions milk oats,seasoning garlic dijon sugar turkey carrot salt sauce beef onion milk oat
Dinner,20.0,620.0,267.9,11.2,0.073,19.7,7.4,19.7,"['curry', 'cream', 'salsa', 'chicken']",curry cream salsa chicken,curry cream salsa chicken
Dinner,20.0,30.0,263.1,5.4,0.015,34.0,2.7,19.9,"['peas', 'tuna', 'crackers', 'mushrooms', 'milk', 'noodles', 'water', 'cream']",peas tuna crackers mushrooms milk noodles water cream,pea tuna cracker mushroom milk noodle water cream
Dinner,0.0,0.0,318.3,7.5,0.068,30.2,3.9,32.8,"['bread', 'cheese', 'salt', 'sauce', 'breast', 'lettuce', 'rolls']",bread cheese salt sauce breast lettuce rolls,bread cheese salt sauce breast lettuce roll
Dinner,15.0,20.0,264.1,13.4,0.05,19.4,1.4,15.2,"['polenta', 'cheese', 'seasoning', 'cilantro', 'extra', 'tomatoes']",polenta cheese seasoning cilantro extra tomatoes,polenta cheese seasoning cilantro extra tomato
Dinner,0.0,0.0,398.3,11.6,0.055,45.9,7.6,27.9,"['cheese', 'seasoning', 'oil', 'meat', 'broccoli', 'potatoes', 'cream']",cheese seasoning oil meat broccoli potatoes cream,cheese seasoning oil meat broccoli potato cream
Dinner,10.0,420.0,249.1,10.8,0.111,2.4,0.1,33.4,"['seasoning', 'pepper', 'garlic', 'black', 'sauce', 'beef', 'ketchup', 'flour']",seasoning pepper garlic black sauce beef ketchup flour,seasoning pepper garlic black sauce beef ketchup flour
Dinner,15.0,45.0,85.0,1.8,0.005,14.4,3.5,3.9,"['cheese', 'garlic', 'vinaigrette', 'eggplant', 'zucchini', 'red', 'tomatoes', 'any', 'basil', 'oregano']",cheese garlic vinaigrette eggplant zucchini red tomatoes any basil oregano,cheese garlic vinaigrette eggplant zucchini red tomato any basil oregano
Dinner,40.0,30.0,244.0,9.5,0.035,26.2,4.2,16.1,"['cheese', 'oil', 'cilantro', 'scallions', 'cumin', 'salt', 'sauce', 'chili', 'breast', 'wheat', 'broth']",cheese oil cilantro scallions cumin salt sauce chili breast wheat broth,cheese oil cilantro scallion cumin salt sauce chili breast wheat broth
Dinner,0.0,0.0,237.2,13.2,0.015,23.8,5.5,10.7,"['cheese', 'pepper', 'oil', 'garlic', 'carrots', 'zucchini', 'squash', 'peas', 'onions', 'red', 'tomatoes', 'mushrooms']",cheese pepper oil garlic carrots zucchini squash peas onions red tomatoes mushrooms,cheese pepper oil garlic carrot zucchini squash pea onion red tomato mushroom
Dinner,5.0,15.0,86.1,3.0,0.008,14.2,1.9,1.2,"['butter', 'sugar', 'syrup', 'cinnamon', 'potatoes', 'water']",butter sugar syrup cinnamon potatoes water,butter sugar syrup cinnamon potato water
Dinner,10.0,180.0,196.9,1.5,0.066,23.8,0.8,26.4,"['breast', 'fat', 'sugar', 'soup']",breast fat sugar soup,breast fat sugar soup
Dinner,5.0,45.0,259.8,3.8,0.092,14.7,2.5,39.8,"['cheese', 'garlic', 'breast', 'tomatoes', 'oregano']",cheese garlic breast tomatoes oregano,cheese garlic breast tomato oregano
Dinner,10.0,60.0,114.6,2.7,0.017,13.0,0.3,9.4,"['turkey', 'milk', 'cream']",turkey milk cream,turkey milk cream
Dinner,45.0,15.0,250.3,10.6,0.07,12.9,2.7,27.0,"['cheese', 'garlic', 'squash', 'extra', 'sauce', 'tomatoes', 'mushrooms', 'pepperoni']",cheese garlic squash extra sauce tomatoes mushrooms pepperoni,cheese garlic squash extra sauce tomato mushroom pepperoni
Dinner,0.0,8.0,31.2,0.4,0.016,0.0,0.0,6.5,"['sauce', 'herbs', 'oil', 'chicken']",sauce herbs oil chicken,sauce herb oil chicken
Dinner,0.0,0.0,192.4,1.7,0.066,0.4,0.0,29.9,"['panko', 'chicken']",panko chicken,panko chicken
Dinner,10.0,15.0,291.0,6.4,0.071,16.1,0.1,28.9,"['honey', 'garlic', 'black', 'chicken', 'cornflakes', 'sauce', 'ketchup']",honey garlic black chicken cornflakes sauce ketchup,honey garlic black chicken cornflakes sauce ketchup
Dinner,15.0,420.0,304.8,4.9,0.068,36.7,4.8,28.4,"['carrots', 'beef', 'red', 'soup']",carrots beef red soup,carrot beef red soup
Dinner,0.0,0.0,212.0,3.1,0.040999999999999995,26.8,2.9,19.1,"['stuffing', 'breast', 'cream', 'water', 'vegetables']",stuffing breast cream water vegetables,stuffing breast cream water vegetable
Dinner,10.0,240.0,248.7,7.0,0.09,12.7,0.4,32.8,"['sauce', 'soda', 'hamburger', 'pork']",sauce soda hamburger pork,sauce soda hamburger pork
Dinner,15.0,15.0,211.3,6.7,0.055,19.8,2.6,20.7,"['kiwi', 'pepper', 'salmon', 'sugar', 'cilantro', 'strawberries', 'scallions', 'orange', 'lime', 'cucumber']",kiwi pepper salmon sugar cilantro strawberries scallions orange lime cucumber,kiwi pepper salmon sugar cilantro strawberry scallion orange lime cucumber
Dinner,10.0,50.0,213.9,3.5,0.086,7.5,0.8,35.9,"['cheese', 'seasoning', 'breast', 'salsa']",cheese seasoning breast salsa,cheese seasoning breast salsa
Dinner,10.0,0.0,29.4,0.8,0.004,4.5,0.2,0.9,"['cheese', 'garlic', 'fat', 'black', 'juice', 'oregano']",cheese garlic fat black juice oregano,cheese garlic fat black juice oregano
Dinner,5.0,5.0,210.5,7.2,0.083,4.0,0.6,29.5,"['cheese', 'dressing', 'garlic', 'chicken', 'cream']",cheese dressing garlic chicken cream,cheese dressing garlic chicken cream
Dinner,45.0,60.0,222.3,1.8,0.07400000000000001,30.2,2.3,20.0,"['peppercorns', 'garlic', 'carrots', 'cabbage', 'asian', 'sauce', 'breast', 'celery', 'bouillon', 'mushrooms', 'shrimp', 'water', 'broth']",peppercorns garlic carrots cabbage asian sauce breast celery bouillon mushrooms shrimp water broth,peppercorn garlic carrot cabbage asian sauce breast celery bouillon mushroom shrimp water broth
Dinner,0.0,0.0,308.7,18.8,0.092,0.7,0.0,31.9,"['parsley', 'cheese', 'dressing', 'garlic', 'salt', 'pork']",parsley cheese dressing garlic salt pork,parsley cheese dressing garlic salt pork
Dinner,10.0,10.0,265.7,15.9,0.068,6.2,2.1,24.1,"['paprika', 'oil', 'garlic', 'black', 'pork']",paprika oil garlic black pork,paprika oil garlic black pork
Dinner,10.0,16.0,235.1,5.9,0.069,13.6,0.7,29.7,"['bread', 'salad', 'oil']",bread salad oil,bread salad oil
Dinner,5.0,12.0,120.8,5.3,0.07400000000000001,2.2,0.1,14.9,"['crackers', 'salmon']",crackers salmon,cracker salmon
Dinner,50.0,30.0,284.7,16.2,0.06,10.7,0.4,21.4,"['cheese', 'cream', 'beef', 'water']",cheese cream beef water,cheese cream beef water
Dinner,40.0,15.0,231.4,13.1,0.057,4.2,0.4,23.5,"['steak', 'oil', 'garlic', 'fat', 'black', 'salt', 'orange', 'lime', 'oregano']",steak oil garlic fat black salt orange lime oregano,steak oil garlic fat black salt orange lime oregano
Dinner,30.0,30.0,475.1,10.1,0.068,63.4,2.6,31.0,"['seasoning', 'pepper', 'garlic', 'salt', 'chicken', 'margarine', 'tomatoes', 'starch', 'milk', 'olives', 'pasta']",seasoning pepper garlic salt chicken margarine tomatoes starch milk olives pasta,seasoning pepper garlic salt chicken margarine tomato starch milk olive pasta
Dinner,5.0,15.0,324.8,14.1,0.071,22.1,3.5,26.9,"['spinach', 'cheese', 'paprika', 'oil', 'cumin', 'extra', 'salsa', 'chili', 'rice']",spinach cheese paprika oil cumin extra salsa chili rice,spinach cheese paprika oil cumin extra salsa chili rice
Dinner,0.0,0.0,177.2,8.6,0.0,0.9,0.3,24.1,"['parsley', 'paprika', 'garlic', 'turkey', 'cumin', 'salt', 'sauce', 'liquid']",parsley paprika garlic turkey cumin salt sauce liquid,parsley paprika garlic turkey cumin salt sauce liquid
Dinner,5.0,10.0,201.9,6.7,0.084,1.8,0.1,31.8,"['butter', 'garlic', 'salmon', 'margarine', 'juice']",butter garlic salmon margarine juice,butter garlic salmon margarine juice
Dinner,5.0,30.0,343.4,16.6,0.449,13.5,0.4,33.9,"['oil', 'salt', 'beef', 'water', 'flour', 'vinegar']",oil salt beef water flour vinegar,oil salt beef water flour vinegar
Dinner,30.0,35.0,342.5,11.1,0.046,33.1,4.0,28.8,"['cheese', 'pepper', 'turkey', 'tomatoes', 'wheat', 'mushrooms', 'cream', 'water']",cheese pepper turkey tomatoes wheat mushrooms cream water,cheese pepper turkey tomato wheat mushroom cream water
Dinner,15.0,360.0,211.2,4.5,0.083,7.7,2.2,34.4,"['parsley', 'paprika', 'garlic', 'fat', 'chicken', 'pork', 'cayenne', 'onions']",parsley paprika garlic fat chicken pork cayenne onions,parsley paprika garlic fat chicken pork cayenne onion
Dinner,10.0,600.0,257.0,8.2,0.073,15.2,2.0,28.9,"['steak', 'cream', 'soup']",steak cream soup,steak cream soup
Dinner,0.0,0.0,280.5,9.1,0.0,44.6,7.4,8.8,"['curry', 'butter', 'chickpeas', 'oil', 'juice', 'tomatoes', 'raisins']",curry butter chickpeas oil juice tomatoes raisins,curry butter chickpea oil juice tomato raisin
Dinner,15.0,0.0,60.9,0.3,0.0,14.2,1.5,0.8,"['strawberries', 'cake', 'marshmallows']",strawberries cake marshmallows,strawberry cake marshmallow
Dinner,0.0,0.0,135.8,5.2,0.022000000000000002,12.9,3.6,10.0,"['seasoning', 'beans', 'garlic', 'extra', 'sauce', 'water']",seasoning beans garlic extra sauce water,seasoning bean garlic extra sauce water
Dinner,15.0,35.0,225.4,9.6,0.0,29.9,6.7,6.8,"['curry', 'chickpeas', 'masala', 'oil', 'garlic', 'serrano', 'peas', 'florets', 'salt', 'seeds', 'onions', 'red', 'tomatoes', 'milk', 'water', 'ginger', 'cauliflower']",curry chickpeas masala oil garlic serrano peas florets salt seeds onions red tomatoes milk water ginger cauliflower,curry chickpea masala oil garlic serrano pea floret salt seed onion red tomato milk water ginger cauliflower
Dinner,15.0,40.0,288.9,15.1,0.066,7.5,1.6,28.8,"['spinach', 'cheese', 'pepper', 'oil', 'garlic', 'fat', 'black', 'extra', 'breast', 'milk']",spinach cheese pepper oil garlic fat black extra breast milk,spinach cheese pepper oil garlic fat black extra breast milk
Dinner,10.0,30.0,258.6,4.6,0.057,28.4,3.0,24.0,"['cod', 'butter', 'peas', 'leeks', 'juice', 'red', 'rice', 'wine', 'lemon']",cod butter peas leeks juice red rice wine lemon,cod butter pea leek juice red rice wine lemon
Dinner,25.0,10.0,98.2,3.8,0.0,2.7,0.1,15.6,"['parsley', 'seasoning', 'garlic', 'salt', 'margarine', 'juice', 'tilapia']",parsley seasoning garlic salt margarine juice tilapia,parsley seasoning garlic salt margarine juice tilapia
Dinner,10.0,20.0,191.4,6.6,0.04,21.3,5.2,16.3,"['paprika', 'beans', 'garlic', 'oil', 'turkey', 'salt', 'chili', 'juice', 'tomatoes']",paprika beans garlic oil turkey salt chili juice tomatoes,paprika bean garlic oil turkey salt chili juice tomato
Dinner,15.0,40.0,180.7,6.5,0.07,2.2,0.5,26.0,"['oil', 'garlic', 'dijon', 'salt', 'chicken', 'red', 'rosemary']",oil garlic dijon salt chicken red rosemary,oil garlic dijon salt chicken red rosemary
Dinner,10.0,15.0,430.4,23.2,0.095,16.7,0.7,38.5,"['honey', 'extra', 'pecans', 'loin', 'flour']",honey extra pecans loin flour,honey extra pecan loin flour
Dinner,30.0,480.0,173.7,10.3,0.034,10.4,2.2,9.8,"['cabbage', 'sauerkraut', 'sauce', 'beef', 'rice']",cabbage sauerkraut sauce beef rice,cabbage sauerkraut sauce beef rice
Dinner,10.0,30.0,262.3,3.4,0.053,30.3,3.8,27.0,"['carrots', 'broccoli', 'sauce', 'breast', 'clove', 'rice', 'mushrooms', 'ginger']",carrots broccoli sauce breast clove rice mushrooms ginger,carrot broccoli sauce breast clove rice mushroom ginger
Dinner,15.0,30.0,196.5,8.3,0.069,1.2,0.1,27.8,"['oil', 'dill', 'salt', 'breast', 'juice', 'clove']",oil dill salt breast juice clove,oil dill salt breast juice clove
Dinner,30.0,60.0,237.5,4.3,0.038,33.1,4.3,15.2,"['cheese', 'chicken', 'tomatoes', 'wheat', 'cream', 'broth']",cheese chicken tomatoes wheat cream broth,cheese chicken tomato wheat cream broth
Dinner,5.0,10.0,56.2,2.3,0.0,6.6,2.2,5.5,"['pepper', 'oil', 'garlic', 'salt', 'sauce', 'mushrooms']",pepper oil garlic salt sauce mushrooms,pepper oil garlic salt sauce mushroom
Dinner,5.0,20.0,221.8,3.8,0.07,19.5,3.2,29.7,"['panko', 'salt', 'salsa', 'chicken']",panko salt salsa chicken,panko salt salsa chicken
Dinner,5.0,11.0,250.0,15.7,0.059000000000000004,5.5,0.2,20.5,"['pepper', 'garlic', 'fat', 'oil', 'salt', 'orange', 'pork', 'sauce', 'thyme']",pepper garlic fat oil salt orange pork sauce thyme,pepper garlic fat oil salt orange pork sauce thyme
Dinner,10.0,50.0,222.3,4.8,0.0,43.6,10.3,10.8,"['lentils', 'oil', 'garlic', 'cumin', 'chili', 'rice', 'bouillon', 'water']",lentils oil garlic cumin chili rice bouillon water,lentil oil garlic cumin chili rice bouillon water
Dinner,5.0,0.0,242.6,5.3,0.078,14.0,2.9,30.5,"['pepper', 'carrots', 'breast', 'cream', 'water', 'veggies']",pepper carrots breast cream water veggies,pepper carrot breast cream water veggie
Dinner,0.0,0.0,150.2,7.9,0.0,17.2,4.7,5.5,"['curry', 'lentils', 'garlic', 'butternut', 'cilantro', 'peas', 'red', 'milk', 'water']",curry lentils garlic butternut cilantro peas red milk water,curry lentil garlic butternut cilantro pea red milk water
Dinner,0.0,0.0,270.7,11.5,0.07,14.2,1.4,28.1,"['oil', 'salmon', 'garlic', 'dill', 'sugar', 'sauce', 'lemon', 'broth']",oil salmon garlic dill sugar sauce lemon broth,oil salmon garlic dill sugar sauce lemon broth
Dinner,20.0,60.0,258.4,11.9,0.032,35.6,0.8,3.0,"['oil', 'sugar', 'salt', 'eggs', 'soda', 'cinnamon', 'flour']",oil sugar salt eggs soda cinnamon flour,oil sugar salt egg soda cinnamon flour
Dinner,0.0,0.0,161.7,2.4,0.0,31.1,2.7,4.8,"['seasoning', 'oil', 'garlic', 'sugar', 'salt', 'yeast', 'cornmeal', 'spices', 'water', 'flour']",seasoning oil garlic sugar salt yeast cornmeal spices water flour,seasoning oil garlic sugar salt yeast cornmeal spice water flour
Dinner,15.0,45.0,190.1,4.0,0.0,30.4,9.0,8.9,"['parsley', 'oil', 'salt', 'oregano', 'pasta', 'broth', 'water', 'beans', 'carrots', 'thyme', 'basil', 'spinach', 'garlic', 'zucchini', 'black', 'onions', 'red', 'celery', 'tomatoes']",parsley oil salt oregano pasta broth water beans carrots thyme basil spinach garlic zucchini black onions red celery tomatoes,parsley oil salt oregano pasta broth water bean carrot thyme basil spinach garlic zucchini black onion red celery tomato
Dinner,25.0,60.0,145.1,3.8,0.0,26.9,3.4,2.7,"['parsnips', 'oil', 'sprouts', 'butternut', 'thyme', 'onions', 'red', 'rosemary']",parsnips oil sprouts butternut thyme onions red rosemary,parsnip oil sprout butternut thyme onion red rosemary
Dinner,5.0,15.0,93.7,6.3,0.003,6.9,3.2,4.8,"['asparagus', 'cheese', 'seasoning', 'oil']",asparagus cheese seasoning oil,asparagus cheese seasoning oil
Dinner,0.0,0.0,185.5,8.2,0.019,15.4,2.0,14.0,"['spinach', 'cheese', 'garlic', 'black', 'extra', 'nutmeg', 'starch', 'milk']",spinach cheese garlic black extra nutmeg starch milk,spinach cheese garlic black extra nutmeg starch milk
Dinner,5.0,35.0,184.1,1.4,0.106,7.1,1.0,32.8,"['parsley', 'cheese', 'fat', 'fillets', 'haddock', 'tomatoes']",parsley cheese fat fillets haddock tomatoes,parsley cheese fat fillet haddock tomato
Dinner,10.0,25.0,345.6,16.6,0.053,23.3,1.9,24.5,"['cheese', 'oil', 'beef', 'rice', 'broth']",cheese oil beef rice broth,cheese oil beef rice broth
Dinner,0.0,0.0,186.5,7.2,0.11,7.7,0.4,21.6,"['pepper', 'salt', 'onions', 'rice', 'ketchup', 'venison']",pepper salt onions rice ketchup venison,pepper salt onion rice ketchup venison
Dinner,0.0,0.0,368.1,19.6,0.078,11.7,0.8,34.8,"['cheese', 'bread', 'oil', 'garlic', 'chicken']",cheese bread oil garlic chicken,cheese bread oil garlic chicken
Dinner,10.0,25.0,489.6,14.3,0.098,38.8,8.6,50.3,"['spinach', 'cranberries', 'turkey', 'salt', 'pecans', 'quinoa', 'broth']",spinach cranberries turkey salt pecans quinoa broth,spinach cranberry turkey salt pecan quinoa broth
Dinner,0.0,25.0,350.2,5.3,0.032,45.3,7.2,32.0,"['cheese', 'garlic', 'fat', 'black', 'salt', 'chicken', 'red', 'rice', 'lettuce', 'tomatoes', 'wheat', 'cream']",cheese garlic fat black salt chicken red rice lettuce tomatoes wheat cream,cheese garlic fat black salt chicken red rice lettuce tomato wheat cream
Dinner,10.0,30.0,168.5,0.2,0.0,38.2,4.9,4.4,"['pepper', 'butter', 'salt']",pepper butter salt,pepper butter salt
Dinner,15.0,45.0,169.6,5.0,0.042,2.6,0.1,18.3,"['cheese', 'butter', 'breast', 'milk', 'cream']",cheese butter breast milk cream,cheese butter breast milk cream
Dinner,30.0,25.0,233.6,2.2,0.011000000000000001,41.1,1.7,9.0,"['oil', 'garlic', 'coleslaw', 'salt', 'chicken', 'sauce', 'onions', 'breast', 'water', 'ginger']",oil garlic coleslaw salt chicken sauce onions breast water ginger,oil garlic coleslaw salt chicken sauce onion breast water ginger
Dinner,3.0,5.0,226.0,16.7,0.39399999999999996,1.6,0.0,16.5,"['eggs', 'cheese', 'oil', 'any']",eggs cheese oil any,egg cheese oil any
Dinner,5.0,20.0,313.1,14.3,0.048,28.5,2.6,17.5,"['cheese', 'salt', 'sauce', 'beef', 'onions', 'celery', 'tomatoes']",cheese salt sauce beef onions celery tomatoes,cheese salt sauce beef onion celery tomato
Dinner,30.0,20.0,323.0,8.1,0.083,46.8,2.1,16.8,"['oil', 'garlic', 'tomatoes', 'shrimp', 'basil', 'pasta']",oil garlic tomatoes shrimp basil pasta,oil garlic tomato shrimp basil pasta
Dinner,5.0,20.0,148.6,1.5,0.066,2.0,0.5,26.6,"['salsa', 'dijon', 'chicken']",salsa dijon chicken,salsa dijon chicken
Dinner,20.0,5.0,403.8,19.6,0.079,22.3,1.7,32.7,"['steak', 'cheese', 'butter', 'pepper', 'oil', 'shells', 'salsa', 'orange', 'mushrooms', 'cream']",steak cheese butter pepper oil shells salsa orange mushrooms cream,steak cheese butter pepper oil shell salsa orange mushroom cream
Dinner,0.0,0.0,389.0,9.4,0.07400000000000001,49.6,1.0,25.4,"['cheese', 'dressing', 'breast', 'milk', 'cream', 'veggies', 'pasta']",cheese dressing breast milk cream veggies pasta,cheese dressing breast milk cream veggie pasta
Dinner,20.0,30.0,429.5,31.0,0.196,10.4,2.2,27.1,"['cheese', 'leaves', 'pepper', 'garlic', 'fat', 'zucchini', 'black', 'salt', 'broccoli', 'sauce', 'beef', 'onions', 'basil']",cheese leaves pepper garlic fat zucchini black salt broccoli sauce beef onions basil,cheese leaf pepper garlic fat zucchini black salt broccoli sauce beef onion basil
Dinner,0.0,0.0,143.1,7.0,0.013000000000000001,13.7,0.7,6.1,"['cheese', 'oil', 'crust', 'salt', 'sauce', 'breast', 'onions', 'water', 'flour']",cheese oil crust salt sauce breast onions water flour,cheese oil crust salt sauce breast onion water flour
Dinner,45.0,120.0,472.5,13.5,0.067,57.1,6.4,26.7,"['peas', 'corn', 'sauce', 'beef', 'breast', 'ketchup']",peas corn sauce beef breast ketchup,pea corn sauce beef breast ketchup
Dinner,5.0,10.0,116.5,3.7,0.024,16.3,0.6,4.4,"['noodles', 'salt']",noodles salt,noodle salt
